ensembl_gene_id	symbol	tx_biotype
ENSG00000236069		lincRNA
ENSG00000099365	STX1B	protein_coding
ENSG00000175416	CLTB	protein_coding
ENSG00000235590	GNAS-AS1	antisense
ENSG00000099783	HNRNPM	protein_coding
ENSG00000176105	YES1	protein_coding
ENSG00000167264	DUS2	protein_coding
ENSG00000188243	COMMD6	protein_coding
ENSG00000177839	PCDHB9	pseudogene
ENSG00000100162	CENPM	protein_coding
ENSG00000087448	KLHL42	protein_coding
ENSG00000116350	SRSF4	protein_coding
ENSG00000226945		processed_pseudogene
ENSG00000182108	DEXI	processed_transcript
ENSG00000255220		processed_pseudogene
ENSG00000226950	DANCR	lincRNA
ENSG00000156052	GNAQ	protein_coding
ENSG00000122965	RBM19	processed_transcript
ENSG00000163635	ATXN7	protein_coding
ENSG00000160199	PKNOX1	protein_coding
ENSG00000092847	AGO1	protein_coding
ENSG00000126882	FAM78A	processed_transcript
ENSG00000156735	BAG4	processed_transcript
ENSG00000228857		lincRNA
ENSG00000228797		processed_pseudogene
ENSG00000124574	ABCC10	protein_coding
ENSG00000107643	MAPK8	protein_coding
ENSG00000121644	DESI2	protein_coding
ENSG00000060971	ACAA1	processed_transcript
ENSG00000258102	MAP1LC3B2	lincRNA
ENSG00000226457		processed_pseudogene
ENSG00000241889		processed_pseudogene
ENSG00000120697	ALG5	protein_coding
ENSG00000160767	FAM189B	protein_coding
ENSG00000196961	AP2A1	protein_coding
ENSG00000092140	G2E3	protein_coding
ENSG00000186409	CCDC30	processed_transcript
ENSG00000111802	TDP2	protein_coding
ENSG00000131323	TRAF3	protein_coding
ENSG00000270906		processed_pseudogene
ENSG00000073060	SCARB1	protein_coding
ENSG00000104689	TNFRSF10A	protein_coding
ENSG00000136758	YME1L1	protein_coding
ENSG00000151846	PABPC3	protein_coding
ENSG00000210195		Mt_tRNA
ENSG00000087206	UIMC1	protein_coding
ENSG00000013375	PGM3	nonsense_mediated_decay
ENSG00000204859	ZBTB48	protein_coding
ENSG00000187068	C3orf70	protein_coding
ENSG00000112576	CCND3	protein_coding
ENSG00000126787	DLGAP5	protein_coding
ENSG00000188647	PTAR1	protein_coding
ENSG00000163785	RYK	processed_transcript
ENSG00000136247	ZDHHC4	protein_coding
ENSG00000142684	ZNF593	protein_coding
ENSG00000255397		processed_pseudogene
ENSG00000147649	MTDH	protein_coding
ENSG00000186187	ZNRF1	protein_coding
ENSG00000150672	DLG2	protein_coding
ENSG00000175390	EIF3F	protein_coding
ENSG00000117597	UTP25	protein_coding
ENSG00000261474		lincRNA
ENSG00000103404	USP31	protein_coding
ENSG00000255153	TOLLIP-AS1	antisense
ENSG00000160766	GBAP1	retained_intron
ENSG00000140939	NOL3	protein_coding
ENSG00000107560	RAB11FIP2	protein_coding
ENSG00000170004	CHD3	protein_coding
ENSG00000204351	SKIV2L	protein_coding
ENSG00000174227	PIGG	nonsense_mediated_decay
ENSG00000179950	PUF60	protein_coding
ENSG00000139197	PEX5	protein_coding
ENSG00000160404	TOR2A	protein_coding
ENSG00000188368	PRR19	protein_coding
ENSG00000213239		processed_pseudogene
ENSG00000185340	GAS2L1	protein_coding
ENSG00000174945	AMZ1	protein_coding
ENSG00000147400	CETN2	protein_coding
ENSG00000160818	GPATCH4	protein_coding
ENSG00000008083	JARID2	protein_coding
ENSG00000235448	LURAP1L-AS1	antisense
ENSG00000139718	SETD1B	protein_coding
ENSG00000100359	SGSM3	protein_coding
ENSG00000103257	SLC7A5	protein_coding
ENSG00000129566	TEP1	nonsense_mediated_decay
ENSG00000155957	TMBIM4	protein_coding
ENSG00000134107	BHLHE40	protein_coding
ENSG00000117408	IPO13	protein_coding
ENSG00000078967	UBE2D4	nonsense_mediated_decay
ENSG00000122694	GLIPR2	protein_coding
ENSG00000091483	FH	protein_coding
ENSG00000236773		processed_pseudogene
ENSG00000118197	DDX59	protein_coding
ENSG00000270983		processed_pseudogene
ENSG00000152433	ZNF547	nonsense_mediated_decay
ENSG00000104419	NDRG1	protein_coding
ENSG00000186468	RPS23	protein_coding
ENSG00000136003	ISCU	retained_intron
ENSG00000242732	RTL5	nonsense_mediated_decay
ENSG00000125454	SLC25A19	protein_coding
ENSG00000132792	CTNNBL1	protein_coding
ENSG00000271380	LOC101928120	antisense
ENSG00000167566	NCKAP5L	protein_coding
ENSG00000174028		processed_pseudogene
ENSG00000146263	MMS22L	protein_coding
ENSG00000079974	RABL2B	protein_coding
ENSG00000112877	CEP72	protein_coding
ENSG00000183283	DAZAP2	protein_coding
ENSG00000096060	FKBP5	protein_coding
ENSG00000228223	HCG11	lincRNA
ENSG00000120696	KBTBD7	protein_coding
ENSG00000131650	KREMEN2	protein_coding
ENSG00000266777		processed_transcript
ENSG00000134884	ARGLU1	protein_coding
ENSG00000159784	FAM131B	protein_coding
ENSG00000100075	SLC25A1	protein_coding
ENSG00000198342	ZNF442	protein_coding
ENSG00000069998	HDHD5	protein_coding
ENSG00000048392	RRM2B	protein_coding
ENSG00000125875	TBC1D20	processed_transcript
ENSG00000218891	ZNF579	protein_coding
ENSG00000108561	C1QBP	protein_coding
ENSG00000134072	CAMK1	protein_coding
ENSG00000203666	EFCAB2	processed_transcript
ENSG00000196159	FAT4	protein_coding
ENSG00000174106	LEMD3	protein_coding
ENSG00000087253	LPCAT2	protein_coding
ENSG00000120756	PLS1	protein_coding
ENSG00000166478	ZNF143	protein_coding
ENSG00000196747	H2AC13	protein_coding
ENSG00000071655	MBD3	protein_coding
ENSG00000204839	MROH6	protein_coding
ENSG00000162927	PUS10	retained_intron
ENSG00000253785		processed_pseudogene
ENSG00000164172	MOCS2	protein_coding
ENSG00000177697	CD151	protein_coding
ENSG00000136828	RALGPS1	protein_coding
ENSG00000165671	NSD1	retained_intron
ENSG00000109576	AADAT	protein_coding
ENSG00000141391	PRELID3A	protein_coding
ENSG00000176024	ZNF613	processed_transcript
ENSG00000132680	KHDC4	protein_coding
ENSG00000169031	COL4A3	protein_coding
ENSG00000157538	VPS26C	retained_intron
ENSG00000153898	MCOLN2	protein_coding
ENSG00000213478		processed_pseudogene
ENSG00000205323	SARNP	nonsense_mediated_decay
ENSG00000223811		lincRNA
ENSG00000205485	LOC100133091	processed_transcript
ENSG00000241878	PISD	protein_coding
ENSG00000165476	REEP3	protein_coding
ENSG00000198924	DCLRE1A	protein_coding
ENSG00000198585	NUDT16	protein_coding
ENSG00000051382	PIK3CB	protein_coding
ENSG00000215883	CYB5RL	nonsense_mediated_decay
ENSG00000101782	RIOK3	protein_coding
ENSG00000122566	HNRNPA2B1	processed_transcript
ENSG00000198270	TMEM116	protein_coding
ENSG00000035499	DEPDC1B	protein_coding
ENSG00000269743	SLC25A53	protein_coding
ENSG00000227638		processed_pseudogene
ENSG00000196646	ZNF136	protein_coding
ENSG00000008311	AASS	retained_intron
ENSG00000117410	ATP6V0B	protein_coding
ENSG00000130695	CEP85	nonsense_mediated_decay
ENSG00000147408	CSGALNACT1	protein_coding
ENSG00000174749	FAM241A	protein_coding
ENSG00000179743	FLJ37453	antisense
ENSG00000177788	LOC105373159	lincRNA
ENSG00000197498	RPF2	nonsense_mediated_decay
ENSG00000112335	SNX3	protein_coding
ENSG00000104228	TRIM35	protein_coding
ENSG00000145390	USP53	retained_intron
ENSG00000219529		processed_pseudogene
ENSG00000230630		antisense
ENSG00000231113		antisense
ENSG00000253676		processed_pseudogene
ENSG00000125037	EMC3	protein_coding
ENSG00000101189	MRGBP	protein_coding
ENSG00000156983	BRPF1	protein_coding
ENSG00000272523	LINC01023	lincRNA
ENSG00000243279	PRAF2	protein_coding
ENSG00000135341	MAP3K7	protein_coding
ENSG00000215319		processed_pseudogene
ENSG00000166816	LDHD	protein_coding
ENSG00000106400	ZNHIT1	protein_coding
ENSG00000235449		processed_pseudogene
ENSG00000272831		antisense
ENSG00000196378	ZNF34	protein_coding
ENSG00000198353	HOXC4	protein_coding
ENSG00000163293	NIPAL1	processed_transcript
ENSG00000269001		processed_pseudogene
ENSG00000173674	EIF1AX	protein_coding
ENSG00000141753	IGFBP4	protein_coding
ENSG00000258981		processed_pseudogene
ENSG00000213782	DDX47	retained_intron
ENSG00000112406	HECA	protein_coding
ENSG00000198673	TAFA2	protein_coding
ENSG00000149150	SLC43A1	protein_coding
ENSG00000177410	ZFAS1	antisense
ENSG00000138311	ZNF365	protein_coding
ENSG00000243701	DUBR	lincRNA
ENSG00000121897	LIAS	protein_coding
ENSG00000163931	TKT	protein_coding
ENSG00000188002		processed_transcript
ENSG00000166987	MBD6	protein_coding
ENSG00000071127	WDR1	protein_coding
ENSG00000117151	CTBS	protein_coding
ENSG00000198435	NRARP	protein_coding
ENSG00000171295	ZNF440	protein_coding
ENSG00000132669	RIN2	protein_coding
ENSG00000131584	ACAP3	protein_coding
ENSG00000168301	KCTD6	protein_coding
ENSG00000132359	RAP1GAP2	protein_coding
ENSG00000173611	SCAI	protein_coding
ENSG00000183578	TNFAIP8L3	protein_coding
ENSG00000155096	AZIN1	protein_coding
ENSG00000101452	DHX35	protein_coding
ENSG00000099326	MZF1	retained_intron
ENSG00000050405	LIMA1	protein_coding
ENSG00000111011	RSRC2	protein_coding
ENSG00000267620		processed_pseudogene
ENSG00000248208		processed_pseudogene
ENSG00000066651	TRMT11	nonsense_mediated_decay
ENSG00000187193	MT1X	protein_coding
ENSG00000002330	BAD	protein_coding
ENSG00000137171	KLC4	nonsense_mediated_decay
ENSG00000187109	NAP1L1	protein_coding
ENSG00000172057	ORMDL3	protein_coding
ENSG00000100802	C14orf93	protein_coding
ENSG00000154803	FLCN	protein_coding
ENSG00000179912	R3HDM2	retained_intron
ENSG00000102098	SCML2	protein_coding
ENSG00000072657	TRHDE	processed_transcript
ENSG00000271882		lincRNA
ENSG00000185561	TLCD2	protein_coding
ENSG00000139323	POC1B	retained_intron
ENSG00000248854		processed_pseudogene
ENSG00000184208	C22orf46	processed_transcript
ENSG00000175110	MRPS22	protein_coding
ENSG00000117586	TNFSF4	protein_coding
ENSG00000138764	CCNG2	protein_coding
ENSG00000213253		processed_pseudogene
ENSG00000119685	TTLL5	processed_transcript
ENSG00000070444	MNT	protein_coding
ENSG00000168040	FADD	protein_coding
ENSG00000258279	LINC00592	lincRNA
ENSG00000249193		processed_pseudogene
ENSG00000085719	CPNE3	protein_coding
ENSG00000128191	DGCR8	protein_coding
ENSG00000183840	GPR39	protein_coding
ENSG00000253953	PCDHGB4	protein_coding
ENSG00000137075	RNF38	protein_coding
ENSG00000162415	ZSWIM5	protein_coding
ENSG00000197372	ZNF675	protein_coding
ENSG00000250317	SMIM20	processed_transcript
ENSG00000226287	TMEM191A	processed_transcript
ENSG00000236484		processed_pseudogene
ENSG00000234315		processed_pseudogene
ENSG00000088538	DOCK3	protein_coding
ENSG00000134697	GNL2	processed_transcript
ENSG00000109790	KLHL5	protein_coding
ENSG00000170085	SIMC1	protein_coding
ENSG00000163131	CTSS	protein_coding
ENSG00000168779	SHOX2	protein_coding
ENSG00000169083	AR	protein_coding
ENSG00000171793	CTPS1	protein_coding
ENSG00000186765	FSCN2	protein_coding
ENSG00000141503	MINK1	protein_coding
ENSG00000122692	SMU1	protein_coding
ENSG00000172053	QARS1	retained_intron
ENSG00000103512	NOMO1	protein_coding
ENSG00000101901	ALG13	processed_transcript
ENSG00000197062	ZSCAN26	unprocessed_pseudogene
ENSG00000249641	HOXC13-AS	antisense
ENSG00000240583	AQP1	protein_coding
ENSG00000181163	NPM1	protein_coding
ENSG00000168566	SNRNP48	protein_coding
ENSG00000180257	ZNF816	protein_coding
ENSG00000165406	MARCHF8	protein_coding
ENSG00000204366	ZBTB12	protein_coding
ENSG00000163719	MTMR14	protein_coding
ENSG00000090432	MUL1	protein_coding
ENSG00000072042	RDH11	protein_coding
ENSG00000149136	SSRP1	protein_coding
ENSG00000258945		protein_coding
ENSG00000232112	TMA7	retained_intron
ENSG00000136026	CKAP4	protein_coding
ENSG00000164845		transcribed_unprocessed_pseudogene
ENSG00000150787	PTS	protein_coding
ENSG00000087274	ADD1	retained_intron
ENSG00000167522	ANKRD11	protein_coding
ENSG00000149182	ARFGAP2	protein_coding
ENSG00000203668	CHML	protein_coding
ENSG00000182944	EWSR1	protein_coding
ENSG00000087258	GNAO1	protein_coding
ENSG00000150712	MTMR12	protein_coding
ENSG00000134986	NREP	nonsense_mediated_decay
ENSG00000103494	RPGRIP1L	protein_coding
ENSG00000105640	RPL18A	protein_coding
ENSG00000031698	SARS1	protein_coding
ENSG00000142784	WDTC1	protein_coding
ENSG00000215030		processed_pseudogene
ENSG00000233040		processed_pseudogene
ENSG00000238116		processed_pseudogene
ENSG00000241612		processed_pseudogene
ENSG00000170542	SERPINB9	protein_coding
ENSG00000086061	DNAJA1	protein_coding
ENSG00000113593	PPWD1	retained_intron
ENSG00000168906	MAT2A	protein_coding
ENSG00000196943	NOP9	protein_coding
ENSG00000082438	COBLL1	processed_transcript
ENSG00000179476	C14orf28	protein_coding
ENSG00000184319		processed_transcript
ENSG00000116221	MRPL37	processed_transcript
ENSG00000145555	MYO10	protein_coding
ENSG00000111247	RAD51AP1	nonsense_mediated_decay
ENSG00000114784	EIF1B	protein_coding
ENSG00000205517	RGL3	nonsense_mediated_decay
ENSG00000092820	EZR	protein_coding
ENSG00000169410	PTPN9	protein_coding
ENSG00000186369		lincRNA
ENSG00000259394		processed_pseudogene
ENSG00000146856	AGBL3	protein_coding
ENSG00000169136	ATF5	protein_coding
ENSG00000142039	CCDC97	protein_coding
ENSG00000166685	COG1	protein_coding
ENSG00000166394	CYB5R2	protein_coding
ENSG00000100626	GALNT16	processed_transcript
ENSG00000126107	HECTD3	processed_transcript
ENSG00000118193	KIF14	protein_coding
ENSG00000254087	LYN	protein_coding
ENSG00000170191	NANP	protein_coding
ENSG00000048162	NOP16	protein_coding
ENSG00000182612	TSPAN10	processed_transcript
ENSG00000128881	TTBK2	protein_coding
ENSG00000166435	XRRA1	nonsense_mediated_decay
ENSG00000078487	ZCWPW1	retained_intron
ENSG00000214125		processed_pseudogene
ENSG00000219294		processed_pseudogene
ENSG00000223803		processed_pseudogene
ENSG00000248778		processed_pseudogene
ENSG00000141505	ASGR1	protein_coding
ENSG00000153140	CETN3	protein_coding
ENSG00000103351	CLUAP1	protein_coding
ENSG00000185022	MAFF	protein_coding
ENSG00000225259		processed_pseudogene
ENSG00000110066	KMT5B	protein_coding
ENSG00000158483	FAM86C1	protein_coding
ENSG00000249348	UGDH-AS1	antisense
ENSG00000231187		antisense
ENSG00000241061		processed_pseudogene
ENSG00000174989	FBXW8	protein_coding
ENSG00000239524		processed_pseudogene
ENSG00000223802	CERS1	protein_coding
ENSG00000186532	SMYD4	protein_coding
ENSG00000138614	INTS14	nonsense_mediated_decay
ENSG00000088986	DYNLL1	protein_coding
ENSG00000247095	MIR210HG	lincRNA
ENSG00000213190	MLLT11	protein_coding
ENSG00000176834	VSIG10	protein_coding
ENSG00000236603		processed_pseudogene
ENSG00000131165	CHMP1A	protein_coding
ENSG00000153714	LURAP1L	protein_coding
ENSG00000185164	NOMO2	protein_coding
ENSG00000169439	SDC2	protein_coding
ENSG00000251136	LOC101929709	lincRNA
ENSG00000136940	PDCL	protein_coding
ENSG00000164867	NOS3	protein_coding
ENSG00000114739	ACVR2B	protein_coding
ENSG00000005961	ITGA2B	protein_coding
ENSG00000231999	LRRC8C-DT	antisense
ENSG00000116704	SLC35D1	protein_coding
ENSG00000129226	CD68	protein_coding
ENSG00000168256	NKIRAS2	protein_coding
ENSG00000249986		processed_pseudogene
ENSG00000167186	COQ7	protein_coding
ENSG00000269028	MTRNR2L2	protein_coding
ENSG00000198843	SELENOT	protein_coding
ENSG00000213064	SFT2D2	processed_transcript
ENSG00000250031		processed_pseudogene
ENSG00000143575	HAX1	protein_coding
ENSG00000121022	COPS5	processed_transcript
ENSG00000177239	MAN1B1	protein_coding
ENSG00000141026	MED9	protein_coding
ENSG00000267317		retained_intron
ENSG00000242419	PCDHGC4	protein_coding
ENSG00000254331		processed_pseudogene
ENSG00000160213	CSTB	protein_coding
ENSG00000011478	QPCTL	protein_coding
ENSG00000256029	SNHG28	nonsense_mediated_decay
ENSG00000259137		processed_pseudogene
ENSG00000107611	CUBN	protein_coding
ENSG00000157168	NRG1	protein_coding
ENSG00000085415	SEH1L	protein_coding
ENSG00000185344	ATP6V0A2	protein_coding
ENSG00000104549	SQLE	protein_coding
ENSG00000116584	ARHGEF2	protein_coding
ENSG00000125845	BMP2	protein_coding
ENSG00000196821	ILRUN	protein_coding
ENSG00000115274	INO80B	protein_coding
ENSG00000107021	TBC1D13	protein_coding
ENSG00000165813	CCDC186	protein_coding
ENSG00000105705	SUGP1	nonsense_mediated_decay
ENSG00000267327	LOC107985164	lincRNA
ENSG00000136982	DSCC1	protein_coding
ENSG00000127922	SEM1	processed_transcript
ENSG00000073050	XRCC1	protein_coding
ENSG00000260257		lincRNA
ENSG00000169744	LDB2	protein_coding
ENSG00000233347		processed_pseudogene
ENSG00000164603	BMT2	protein_coding
ENSG00000155816	FMN2	protein_coding
ENSG00000147234	FRMPD3	protein_coding
ENSG00000228109	MELTF-AS1	antisense
ENSG00000162139	NEU3	protein_coding
ENSG00000203950	RTL8A	processed_transcript
ENSG00000205100		transcribed_processed_pseudogene
ENSG00000234354		processed_pseudogene
ENSG00000065135	GNAI3	protein_coding
ENSG00000198841	KTI12	protein_coding
ENSG00000262050	LOC105371592	antisense
ENSG00000182902	SLC25A18	protein_coding
ENSG00000167114	SLC27A4	protein_coding
ENSG00000144559	TAMM41	retained_intron
ENSG00000211459		Mt_rRNA
ENSG00000116183	PAPPA2	protein_coding
ENSG00000176678	FOXL1	protein_coding
ENSG00000254614	LOC728975	nonsense_mediated_decay
ENSG00000141027	NCOR1	protein_coding
ENSG00000146433	TMEM181	protein_coding
ENSG00000164418	GRIK2	protein_coding
ENSG00000240771	ARHGEF25	protein_coding
ENSG00000165259	HDX	protein_coding
ENSG00000118495	PLAGL1	protein_coding
ENSG00000108107	RPL28	protein_coding
ENSG00000171914	TLN2	processed_transcript
ENSG00000129235	TXNDC17	protein_coding
ENSG00000056277	ZNF280C	protein_coding
ENSG00000214012		processed_pseudogene
ENSG00000249799		processed_pseudogene
ENSG00000232859	LYRM9	protein_coding
ENSG00000086102	NFX1	protein_coding
ENSG00000185475	TMEM179B	retained_intron
ENSG00000103044	HAS3	protein_coding
ENSG00000058600	POLR3E	protein_coding
ENSG00000106701	FSD1L	protein_coding
ENSG00000163961	RNF168	protein_coding
ENSG00000227051	C14orf132	protein_coding
ENSG00000104129	DNAJC17	protein_coding
ENSG00000134294	SLC38A2	protein_coding
ENSG00000142444	TIMM29	protein_coding
ENSG00000114270	COL7A1	processed_transcript
ENSG00000123643	SLC36A1	protein_coding
ENSG00000105327	BBC3	retained_intron
ENSG00000177628	GBA	protein_coding
ENSG00000139832	RAB20	protein_coding
ENSG00000145782	ATG12	protein_coding
ENSG00000114902	SPCS1	protein_coding
ENSG00000165458	INPPL1	protein_coding
ENSG00000093167	LRRFIP2	protein_coding
ENSG00000231341		processed_pseudogene
ENSG00000235552		transcribed_processed_pseudogene
ENSG00000114480	GBE1	protein_coding
ENSG00000185787	MORF4L1	protein_coding
ENSG00000154277	UCHL1	protein_coding
ENSG00000181524		processed_pseudogene
ENSG00000114125	RNF7	protein_coding
ENSG00000245205		processed_pseudogene
ENSG00000178974	FBXO34	protein_coding
ENSG00000227440		processed_pseudogene
ENSG00000183137	CEP57L1	protein_coding
ENSG00000099910	KLHL22	nonsense_mediated_decay
ENSG00000215305	VPS16	protein_coding
ENSG00000160679	CHTOP	protein_coding
ENSG00000104714	ERICH1	protein_coding
ENSG00000103365	GGA2	protein_coding
ENSG00000256987		processed_pseudogene
ENSG00000268049		antisense
ENSG00000134748	PRPF38A	protein_coding
ENSG00000133059	DSTYK	protein_coding
ENSG00000144283	PKP4	nonsense_mediated_decay
ENSG00000130304	SLC27A1	nonsense_mediated_decay
ENSG00000213026		processed_pseudogene
ENSG00000128849	CGNL1	processed_transcript
ENSG00000172890	NADSYN1	retained_intron
ENSG00000138685	FGF2	protein_coding
ENSG00000133315	MACROD1	protein_coding
ENSG00000092096	SLC22A17	protein_coding
ENSG00000171723	GPHN	protein_coding
ENSG00000161653	NAGS	protein_coding
ENSG00000076685	NT5C2	protein_coding
ENSG00000178935	ZNF552	protein_coding
ENSG00000080031	PTPRH	protein_coding
ENSG00000221994	ZNF630	nonsense_mediated_decay
ENSG00000118513	MYB	protein_coding
ENSG00000124702	KLHDC3	protein_coding
ENSG00000247240	UBL7-AS1	antisense
ENSG00000120509	PDZD11	protein_coding
ENSG00000164241	C5orf63	nonsense_mediated_decay
ENSG00000119326	CTNNAL1	protein_coding
ENSG00000100034	PPM1F	protein_coding
ENSG00000117069	ST6GALNAC5	protein_coding
ENSG00000205105		processed_pseudogene
ENSG00000157456	CCNB2	protein_coding
ENSG00000134444	RELCH	protein_coding
ENSG00000259309		lincRNA
ENSG00000259585		processed_pseudogene
ENSG00000136932	TRMO	protein_coding
ENSG00000183605	SFXN4	retained_intron
ENSG00000105576	TNPO2	protein_coding
ENSG00000237828		processed_pseudogene
ENSG00000168496	FEN1	protein_coding
ENSG00000141905	NFIC	protein_coding
ENSG00000260267		antisense
ENSG00000241095		processed_pseudogene
ENSG00000132434	LANCL2	protein_coding
ENSG00000157111	TMEM171	protein_coding
ENSG00000267886		lincRNA
ENSG00000159873	CCDC117	protein_coding
ENSG00000075539	FRYL	protein_coding
ENSG00000260083	MIR762HG	antisense
ENSG00000188677	PARVB	protein_coding
ENSG00000131828	PDHA1	protein_coding
ENSG00000196205		processed_pseudogene
ENSG00000217414		processed_pseudogene
ENSG00000076770	MBNL3	protein_coding
ENSG00000166401	SERPINB8	protein_coding
ENSG00000143493	INTS7	processed_transcript
ENSG00000179119	SPTY2D1	protein_coding
ENSG00000235008		processed_pseudogene
ENSG00000236723		antisense
ENSG00000218208		processed_pseudogene
ENSG00000131269	ABCB7	protein_coding
ENSG00000069329	VPS35	protein_coding
ENSG00000198081	ZBTB14	protein_coding
ENSG00000167113	COQ4	protein_coding
ENSG00000163607	GTPBP8	protein_coding
ENSG00000235750	KIAA0040	protein_coding
ENSG00000233874		processed_pseudogene
ENSG00000261315		transcribed_processed_pseudogene
ENSG00000070831	CDC42	protein_coding
ENSG00000130725	UBE2M	protein_coding
ENSG00000104613	INTS10	protein_coding
ENSG00000105429	MEGF8	protein_coding
ENSG00000137500	CCDC90B	protein_coding
ENSG00000196652	ZKSCAN5	protein_coding
ENSG00000113460	BRIX1	protein_coding
ENSG00000250462		transcribed_unprocessed_pseudogene
ENSG00000130045	NXNL2	processed_transcript
ENSG00000089327	FXYD5	protein_coding
ENSG00000135424	ITGA7	protein_coding
ENSG00000158042	MRPL17	protein_coding
ENSG00000142546	NOSIP	non_stop_decay
ENSG00000161526	SAP30BP	protein_coding
ENSG00000231741		processed_pseudogene
ENSG00000047230	CTPS2	protein_coding
ENSG00000253729	PRKDC	processed_transcript
ENSG00000108001	EBF3	protein_coding
ENSG00000243679		processed_pseudogene
ENSG00000261220		lincRNA
ENSG00000235618	FAM21EP	processed_transcript
ENSG00000183549	ACSM5	protein_coding
ENSG00000130713	EXOSC2	processed_transcript
ENSG00000103202	NME4	protein_coding
ENSG00000258956		processed_pseudogene
ENSG00000140740	UQCRC2	protein_coding
ENSG00000163132	MSX1	protein_coding
ENSG00000165071	TMEM71	processed_transcript
ENSG00000136631	VPS45	protein_coding
ENSG00000130844	ZNF331	processed_transcript
ENSG00000139734	DIAPH3	protein_coding
ENSG00000164040	PGRMC2	protein_coding
ENSG00000219607	PPP1R3G	protein_coding
ENSG00000260439	LMF1-AS1	antisense
ENSG00000272696		antisense
ENSG00000188873		processed_pseudogene
ENSG00000137656	BUD13	nonsense_mediated_decay
ENSG00000147509	RGS20	protein_coding
ENSG00000042753	AP2S1	protein_coding
ENSG00000271930		lincRNA
ENSG00000114573	ATP6V1A	protein_coding
ENSG00000188766	SPRED3	protein_coding
ENSG00000177125	ZBTB34	protein_coding
ENSG00000258655		antisense
ENSG00000173715	C11orf80	protein_coding
ENSG00000166595	CIAO2B	protein_coding
ENSG00000264538		processed_transcript
ENSG00000188517	COL25A1	nonsense_mediated_decay
ENSG00000215301	DDX3X	protein_coding
ENSG00000258300		processed_pseudogene
ENSG00000147044	CASK	protein_coding
ENSG00000181315	ZNF322	protein_coding
ENSG00000049192	ADAMTS6	protein_coding
ENSG00000271601	LIX1L	protein_coding
ENSG00000152056	AP1S3	protein_coding
ENSG00000058091	CDK14	protein_coding
ENSG00000172893	DHCR7	protein_coding
ENSG00000133131	MORC4	protein_coding
ENSG00000185532	PRKG1	protein_coding
ENSG00000125352	RNF113A	protein_coding
ENSG00000189339	SLC35E2B	protein_coding
ENSG00000104375	STK3	processed_transcript
ENSG00000204262	COL5A2	protein_coding
ENSG00000157911	PEX10	protein_coding
ENSG00000229419	RALGAPA1P1	processed_pseudogene
ENSG00000180346	TIGD2	protein_coding
ENSG00000254454		processed_pseudogene
ENSG00000130684	ZNF337	protein_coding
ENSG00000188542	DUSP28	protein_coding
ENSG00000237036	ZEB1-AS1	antisense
ENSG00000261236	BOP1	protein_coding
ENSG00000136630	HLX	protein_coding
ENSG00000130764	LRRC47	protein_coding
ENSG00000188986	NELFB	protein_coding
ENSG00000158122	PRXL2C	protein_coding
ENSG00000204444	APOM	protein_coding
ENSG00000142544	CTU1	protein_coding
ENSG00000137177	KIF13A	protein_coding
ENSG00000101079	NDRG3	protein_coding
ENSG00000256073	URB1-AS1	protein_coding
ENSG00000162616	DNAJB4	processed_transcript
ENSG00000253187	HOXA10-AS	antisense
ENSG00000235531	MSC-AS1	protein_coding
ENSG00000140398	NEIL1	protein_coding
ENSG00000154743	TSEN2	protein_coding
ENSG00000223864		processed_pseudogene
ENSG00000186088	GSAP	retained_intron
ENSG00000157191	NECAP2	protein_coding
ENSG00000100625	SIX4	protein_coding
ENSG00000145740	SLC30A5	protein_coding
ENSG00000272462		lincRNA
ENSG00000206561	COLQ	protein_coding
ENSG00000189403	HMGB1	protein_coding
ENSG00000143554	SLC27A3	protein_coding
ENSG00000224566		processed_pseudogene
ENSG00000154920	EME1	protein_coding
ENSG00000224680		processed_pseudogene
ENSG00000171681	ATF7IP	processed_transcript
ENSG00000172590	MRPL52	retained_intron
ENSG00000101199	ARFGAP1	protein_coding
ENSG00000259721	LOC100131315	lincRNA
ENSG00000229214	LINC00242	lincRNA
ENSG00000253508		lincRNA
ENSG00000260211		processed_pseudogene
ENSG00000186312		processed_transcript
ENSG00000162614	NEXN	protein_coding
ENSG00000260490		processed_pseudogene
ENSG00000177479	ARIH2	protein_coding
ENSG00000114904	NEK4	protein_coding
ENSG00000198901	PRC1	protein_coding
ENSG00000142676	RPL11	protein_coding
ENSG00000188612	SUMO2	protein_coding
ENSG00000256745		processed_pseudogene
ENSG00000261889		lincRNA
ENSG00000075240	GRAMD4	protein_coding
ENSG00000065970	FOXJ2	protein_coding
ENSG00000184270	H2AC21	protein_coding
ENSG00000132603	NIP7	protein_coding
ENSG00000141002	TCF25	retained_intron
ENSG00000213352		processed_pseudogene
ENSG00000092871	RFFL	protein_coding
ENSG00000103502	CDIPT	protein_coding
ENSG00000118894	EEF2KMT	protein_coding
ENSG00000116353	MECR	protein_coding
ENSG00000164654	MIOS	protein_coding
ENSG00000010017	RANBP9	protein_coding
ENSG00000125249	RAP2A	protein_coding
ENSG00000180357	ZNF609	protein_coding
ENSG00000164916	FOXK1	protein_coding
ENSG00000272009	LOC102724889	antisense
ENSG00000163950	SLBP	protein_coding
ENSG00000160271	RALGDS	processed_transcript
ENSG00000237523	LINC00857	lincRNA
ENSG00000175265	GOLGA8A	retained_intron
